Name,Tag Color,EULA,Use Default EULA,Require Acceptance,Alert on Response,Category Type,Send Checkin Email,Notes
Garden Supplies,,Phasellus in felis. Donec semper sapien a libero. Nam dui.,true,false,false,accessory,false,Future-proofed
Shirts,#f7e81e,,true,false,false,component,false,Upgradable
Drawing Supplies,#9dc805,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",true,true,true,accessory,true,hierarchy
Phone Accessories,#cb7722,,true,true,true,consumable,true,Implemented
Home Organization,#90d2e2,,false,true,true,accessory,true,orchestration
Fresh Fruits,,,false,false,true,consumable,true,system engine
Lighting & Lamps,#8c30b2,,false,true,false,component,true,asynchronous
Sauces,#9b739a,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false,true,true,license,false,analyzer
Training Supplies,#cada56,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",true,false,true,license,false,pricing structure
Bags,#530adb,,true,true,false,component,true,Multi-channelled
Healthy Snacks,#844027,,true,false,true,accessory,false,Persistent
Savory Snacks,#8a1564,,true,false,false,accessory,true,solution
Granola/Cereal,#8b1b4b,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",true,false,false,accessory,false,internet solution
Board Games,,,false,false,false,consumable,false,asymmetric
Meat Alternatives,#08d7a5,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true,false,true,accessory,true,Balanced
Safety and Emergency Supplies,#c267be,,true,false,false,accessory,false,multimedia
Bath & Body,,,true,true,false,license,true,system-worthy
Baking Ingredients,#f3f415,Sed ante. Vivamus tortor. Duis mattis egestas metus.,false,false,true,asset,true,cohesive
Frozen Entrees,#9c9472,,true,true,false,consumable,false,multi-state
Healthy Salads,#abb02e,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,true,false,false,consumable,false,groupware
Bedding & Linens,#440277,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",true,true,true,consumable,false,discrete
Home Fragrance & Accessories,#a0c749,,true,true,false,asset,false,Universal
Candle & Soap Making Supplies,#df2bbd,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",true,true,true,license,true,Adaptive
Camping Equipment,,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,false,true,false,accessory,false,workforce
Decorative Wall Art & Accessories,#b5cac4,,false,true,false,component,true,fault-tolerant
Cookbooks & Nutrition,#c92385,,true,false,true,asset,true,Graphical User Interface
Air Quality & Purification,#661005,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true,true,false,license,false,Integrated
Healthy Snacks,#71e978,,false,true,false,consumable,true,toolset
Frozen Chicken Meals,#df184a,,false,true,false,license,true,Future-proofed
Blenders & Juicers,#af7cb0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false,false,false,consumable,true,maximized
Frozen Appetizers,#1c154c,,false,true,false,accessory,false,Configurable
Grooming Supplies,#871429,,false,false,true,component,true,dynamic
Croutons,,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",false,false,false,asset,true,productivity
Baking Mixes,#803d69,,false,true,true,component,true,systemic
Oral Care & Hygiene,#248df4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",false,true,true,component,false,Automated
Portable Power Solutions,#0121d0,,false,false,false,consumable,true,Synergistic
Kitchen Accessories,#dc2d16,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,true,false,false,accessory,true,Stand-alone
Automotive Tools,#f00450,,false,true,true,license,true,value-added
Loungewear,#91bb3d,,false,true,true,component,true,zero administration
Vegetarian Meals,#792633,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",false,true,true,consumable,true,help-desk
Hand Tools,#2d4adb,,false,true,true,license,true,strategy
Oils,#a467c6,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,true,true,license,true,contingency
Breads,#8997d0,,false,true,true,consumable,false,interface
Savory Snacks,#6eee19,,false,true,true,component,true,multimedia
Household Supplies,#3e6583,,false,true,true,consumable,false,context-sensitive
Prepared Meals,#50781d,,true,true,false,accessory,false,system engine
Dressing,#cccc28,,false,true,false,component,false,encryption
Fishing Equipment,#bf4e87,,true,false,true,asset,true,3rd generation
Camping Equipment,,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",true,false,true,asset,false,Mandatory
Prepared Vegetables,#19311c,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",false,false,true,component,true,matrices
Camping Equipment,#acee8d,,true,true,false,component,true,ability
Drinkware,#de31e7,,false,false,false,accessory,false,Reactive
Portable Power Solutions,#c5d5bb,,false,false,true,consumable,false,Monitored
Juice,#4a709f,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",false,false,true,license,true,groupware
Baking Ingredients,#195881,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",true,false,false,component,true,Mandatory
Poultry,,,false,true,false,asset,false,methodology
Granola,#2fc53e,,false,true,false,asset,true,Devolved
Cooking Oils,#051be9,,false,true,true,asset,true,national
Sustainable Fashion,#11af96,,true,false,false,license,false,Ameliorated
Cycling Accessories,#a0233b,,true,false,true,asset,true,algorithm
Audio & Video Accessories,,,true,false,false,license,true,Total
Portable Projectors,,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",true,false,true,asset,true,data-warehouse
Power Tools,#3a7faf,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",true,false,false,component,true,intranet
Cooking Tools & Utensils,#1e2608,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",false,true,false,component,true,productivity
Wearable Technology,#e2861f,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false,true,true,component,true,content-based
Oatmeal,#f2c2dd,,false,true,false,accessory,true,internet solution
Yogurt,#e1db21,,false,false,true,license,true,application
Jigsaw Puzzles,,,false,true,false,consumable,false,object-oriented
Refrigerators,#cbbba2,,false,true,true,asset,false,needs-based
Casual Footwear,#3252a3,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",false,false,true,asset,false,Versatile
Emergency Preparedness & First Aid,#c43e3f,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",true,false,true,asset,false,well-modulated
Hydration Gear,#06de84,,false,true,true,consumable,false,intermediate
Cooking Appliances,#1c1062,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",true,true,false,consumable,false,6th generation
Coffee Equipment,#f6dd8a,,false,false,false,license,false,Adaptive
Nuts,#89ea27,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",false,true,true,accessory,false,policy
Desserts,#75c7ff,,false,true,false,license,true,Switchable
Indoor Gardening Supplies,#54bee4,,false,true,true,consumable,true,demand-driven
Office Supplies,#40fdd9,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",true,true,false,consumable,true,Extended
Processed Meats,#49a218,,true,true,false,license,true,Balanced
Fermented Condiments,#ae72d6,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true,true,false,consumable,false,standardization
Herbs and Spices,#244de3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",false,false,false,consumable,false,Visionary
Home Organization,#12ab5b,,true,false,false,license,false,zero defect
Camping Equipment,#cb1873,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",false,true,false,accessory,true,capacity
Granola & Muesli,#c1b45c,,false,false,false,accessory,false,analyzing
Healthy Snacks,#48538b,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,false,false,consumable,false,hardware
Indoor Gardening Supplies,,,true,false,false,accessory,true,Business-focused
Outdoor Accessories,#a4a69e,Fusce consequat. Nulla nisl. Nunc nisl.,false,false,false,license,true,knowledge base
Casual Dresses,#e6b016,,false,true,true,consumable,false,Secured
Wearable Technology,#1d631c,,true,true,true,asset,true,flexibility
Meal Kits,#cd9475,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",false,true,true,asset,true,application
Salsas and Dips,#2bca2a,,true,true,false,accessory,true,transitional
Hearing Protection,#674faa,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",false,true,false,asset,false,adapter
Outerwear,#acb111,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,true,false,false,accessory,false,multi-state
Canned Legumes,#c70b1a,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",false,false,false,accessory,true,Extended
Hydration Gear,#016575,,true,false,true,asset,true,Profound
Vegetarian Meals,#b14ff4,,true,false,false,consumable,false,capability
Disaster Preparedness,#21993e,,true,true,false,component,true,Profit-focused
Salads,#599850,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",true,true,false,consumable,false,forecast
