Name,Category,Location,Supplier,Company,Quantity,Minimum Quantity,Model Number,Item Number,Notes,Manufacturer,Purchase Date,Purchase Cost,Order Number
Glass Water Bottle,Fitness,Yujia,Mita,Skiba,52,33,373448899-0,,Borosilicate glass water bottle with silicone sleeve.,Npath,,,101905512
Rainbow Veggie Chips,Food - Snacks,Svyetlahorsk,Topdrive,Meejo,16,91,050620359-X,980052517-3,"Colorful veggie chips made from beets, carrots, and sweet potatoes.",Pixoboo,2025-09-18,,042101446
Chipotle Lime Salsa,Food - Condiments,Kalí Vrýsi,,Shuffletag,59,41,155208040-4,,Spicy salsa with chipotle and lime for a zesty kick.,Divavu,2025-02-24,19.2,
Foot Spa Bath Massager,Health,Cortiços,Mynte,Livetube,25,96,886013438-2,186579892-4,Relax and soothe tired feet with this foot spa.,Roodel,2025-03-14,10.05,021409169
Sooji (Semolina),Food - Baking,Psychikó,LiveZ,Avamm,75,11,734003355-6,947355386-2,,Kwideo,2025-07-24,17.17,111903151
Smoky BBQ Jackfruit,Food - Grocery,Luozhuang,Browsecat,Izio,88,67,203549778-7,661285256-9,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.,Feedspan,2025-05-13,38.97,073922539
Salsa Verde,Food - Condiments,Slovenska Bistrica,Voomm,Photobean,5,65,053092891-4,301691296-1,"Tangy green salsa made with tomatillos, perfect for tacos.",Dazzlesphere,2025-12-09,,283972162
Kale Salad Kit,Food - Salads,,Yata,Feedbug,26,23,863818896-X,105246122-0,"Ready-to-eat salad with kale, lemon, and cheese.",,2025-05-09,23.03,041001039
Pasta Maker Machine,Kitchen,Wanying,Edgeify,Eadel,92,26,267820126-0,592063281-X,Manual pasta maker for creating fresh pasta at home.,Fivebridge,2025-04-21,65.31,
Wireless Induction Charger,Electronics,Paris 12,Buzzdog,Livepath,10,83,497179479-4,,Qi-certified charger for fast wireless charging of smartphones.,Babbleset,2026-01-13,,063116494
Pineapple Coconut Bars,Food - Snacks,Marquard,Brainverse,,71,99,070473646-2,,Refreshing dessert bars made with pineapple and coconut.,Ozu,,,071122661
Ripped Boyfriend Jeans,Clothing - Bottoms,Nanxia,Voonte,Wikivu,94,9,021765012-0,335405944-3,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe.",Kwilith,2025-07-28,1.57,071004530
V-Neck Sweater,Clothing - Tops,Sila Lat,Jabbercube,Feednation,91,98,053754995-1,357462831-5,Classic V-neck sweater crafted from soft wool for warmth and style.,Lajo,2025-01-14,,122243127
Chocolate Fudge Brownie Mix,Food - Baking,Xi’an,Yodel,Linkbuzz,83,64,740676143-0,964319052-8,Just add water for delicious brownies.,Camimbo,2026-02-05,92.05,062006495
Graphic Sweatshirt,Clothing - Tops,,Zoombox,Quire,15,48,747575416-2,467085626-X,A comfortable sweatshirt featuring a bold graphic print.,Skiba,2025-07-05,66.72,111900455
Denim Jacket,Clothing - Outerwear,Valencia,Photojam,Skiba,43,52,,,A classic denim jacket that never goes out of style.,Twitterbeat,2025-11-28,53.56,111907348
Vegetable Fried Rice,Food - Frozen Foods,Miguel Calmon,Wikizz,Skimia,23,5,177519546-5,010053086-9,Quick and easy fried rice mixed with vegetables and soy sauce.,Jatri,2025-11-20,49.05,073903419
Frozen Mixed Vegetables,Food - Frozen,,Voonix,Youtags,84,30,925669352-6,504892512-2,"A mix of carrots, peas, and corn, easy to stir-fry.",Omba,2025-05-14,11.92,113104275
Shatterproof Wine Glasses,Outdoor,Layog,Feedfire,Babbleblab,62,26,,396449979-X,"Durable, unbreakable wine glasses for outdoor use.",,2025-07-04,31.68,031302117
Water-Resistant Bluetooth Speaker,Audio,Huitong,Kaymbo,Kanoodle,41,28,930463502-0,,Durable speaker designed for outdoor use with water resistance.,Flashset,2025-01-23,74.34,323070380
Glass Tea Pot,Kitchen,,Youtags,Realbuzz,41,7,975951207-6,034948879-7,Elegant glass teapot for brewing loose tea.,Devpoint,2026-01-07,66.22,061120385
Spinach Feta Wraps,Food - Deli,Oslo,Photospace,Oyoloo,71,21,508463348-9,265819285-1,"Whole wheat wraps filled with spinach, feta, and herbs.",Linkbridge,2025-11-22,89.49,111924473
Wooden Children's Play Kitchen,Toys,Porvoo,Jamia,Linklinks,95,10,056816550-0,229595048-1,Interactive kitchen set for imaginative play.,Jetwire,2025-05-09,32.51,122400724
Creamy Spinach Dip,Food - Prepared Foods,Vykhino-Zhulebino,Demizz,,29,15,159718689-9,344880798-2,"Deliciously creamy spinach dip, perfect for parties.",,2025-01-19,6.21,104900048
Coconut Granola,Food - Snacks,São João dos Inhamuns,Oba,Flashdog,45,78,004204847-8,495992454-3,,Topdrive,2026-02-05,18.75,064105666
Smart Thermostat,Smart Home,Dubovka,Yodoo,Dabfeed,35,70,437610392-6,,Wi-Fi enabled thermostat for energy-saving temperature control.,Vinder,2026-01-03,39.28,064005203
Stainless Steel Mixing Bowls,Kitchen,Shima,Cogidoo,,97,60,388575322-7,122822622-9,Set of versatile mixing bowls for cooking.,Jabberstorm,2026-01-10,18.87,122239814
Vegetable Samosas,Food - Frozen,Lemland,Fivebridge,,76,10,003296524-9,856706017-6,Crispy pastry filled with seasoned vegetables.,Bubblebox,2025-08-25,51.61,043302493
Dog Walking Waist Pack,Pets,,Brightdog,Jetpulse,38,63,659412485-4,771265117-5,Hands-free waist pack for carrying essentials while walking your dog.,Kwinu,,7.62,271171674
Pressure Washer Accessories Kit,Home Improvement,Kabukarudi,,Skinte,46,2,679009634-5,433990343-4,Essential attachments for pressure washing.,Meevee,2025-04-17,13.71,091915890
Portable Speaker Stand,Audio,,Photospace,Zoovu,70,74,695495443-8,791653540-8,,Thoughtstorm,2026-01-13,74.74,113124637
Poppy Seed Dressing,Food - Condiments,Beit Jann,,Miboo,75,98,281492124-X,069979347-5,"A light and tangy dressing with poppy seeds, perfect for salads.",Nlounge,2025-04-07,56.4,322086142
Toy Building Set,Toys,Yingdianjie,Zoozzy,Eidel,18,92,,901699352-5,Creative building set for kids to spark imagination.,Quatz,2025-04-27,76.85,084202219
Green Smoothie Mix,Food - Beverages,Besteiros,Livetube,Muxo,54,31,187318132-9,700455509-7,A convenient powder mix combining greens and fruits for smoothies.,Browsecat,2025-12-19,55.04,061206432
Crispy Onion Rings,Food - Frozen Foods,Jiaoxie,Skyba,Brainverse,98,61,404506743-4,,"Frozen onion rings, crispy and ready to bake.",Wordpedia,2025-03-03,15.71,065002030
Fitness Jump Rope,Fitness,Cahuac,Roombo,Skidoo,86,72,786083012-4,844790332-X,Durable jump rope for cardio workouts.,Blogspan,2026-01-28,,
Fall-Themed Table Runner,Home,Belmopan,Buzzster,,5,12,,412065884-8,Decorative table runner perfect for autumn gatherings.,Mynte,2026-01-24,41.89,021313569
Dog Training Clicker,Pets,Hongkou,Eadel,Vinder,67,19,737366230-7,587102354-1,Training tool for reinforcing commands and behavior in dogs.,,2026-01-23,63.71,082907859
Phone Screen Protector,Accessories,Kebonan,,Dabjam,81,55,847523138-1,006187374-8,Tempered glass screen protector for smartphones.,Leenti,2025-10-05,67.92,122239131
LED Christmas Tree Lights,Home,,,Vidoo,92,45,159211748-1,002853611-8,String lights for decorating holiday trees.,Janyx,2025-09-14,8.76,041200089
Outdoor Portable Fire Pit,Outdoor,Xindi,Skyble,Kazu,73,98,493463305-7,,Compact fire pit for campfires and gatherings.,Fiveclub,2025-03-01,31.21,065502608
Lockable Bicycle Chain,Outdoor,Wadi,Twitterbeat,Blognation,76,39,737767105-X,744288451-2,,Katz,2025-12-15,45.14,104105733
Gluten-Free Bread,Food - Bakery,Potosí,Yodo,Trunyx,60,47,815897210-1,729557270-8,Soft and tasty gluten-free sandwich bread.,Zoonder,2025-06-17,16.07,102101548
Wall-Mounted Organizer,Home,Kannus,BlogXS,Mybuzz,31,81,,635707241-9,Practical organizer for keeping your home tidy and clutter-free.,Browsezoom,2025-04-10,16.63,113123654
Leather Crossbody Bag,Clothing - Bags,Ingeniero Guillermo N. Juárez,Tagpad,Talane,70,23,225501329-0,890705044-9,A chic leather crossbody bag for everyday use.,Yombu,2025-05-01,48.55,061309229
Caramelized Onion Dip Mix,Food - Snacks,Seversk,Kwilith,Digitube,3,61,370054397-2,,A mix to create a delicious onion dip for parties or snacking.,Skipfire,2025-04-05,97.65,125000574
Crispy Rice Treats,Food - Snacks,Ropcha,Babblestorm,Lazzy,82,29,998637702-1,855062264-8,Classic marshmallow treats made with crispy rice.,Topdrive,2025-02-11,1.63,121142287
Pet Grooming Scissors,Pets,Dīvāndarreh,Quatz,Meembee,51,8,716028463-1,523426022-4,Quality scissors designed for easy pet grooming.,Katz,2025-11-18,15.24,043318814
Lentil Vegetable Stew,Food - Canned Soups,Göteborg,Flipopia,Jayo,67,42,556819412-2,938909166-7,"Hearty stew made with lentils and mixed vegetables, vegan-friendly.",,,46.91,055003337
Plant Watering Spikes,Garden,Ribeiro,Thoughtsphere,Livetube,85,2,694296791-2,704542462-0,Automatic watering devices for potted plants.,Riffpath,2025-08-22,12.84,031306168
Mint Chocolate Chip Ice Cream,Food - Frozen Desserts,Norton,Brightdog,Wikizz,68,9,570235741-8,086267658-4,Creamy ice cream with refreshing mint flavor and chocolate chips.,Kaymbo,2026-01-27,13.85,111912605
Scented Soy Candles,Home,San Diego,Feedmix,Thoughtstorm,24,47,561699639-4,292297954-7,Hand-poured candles made of natural soy wax.,,2025-03-12,57.92,031100225
Fresh Basil,Food - Produce,Dashiju,,Zoombeat,51,94,435868375-4,487970926-3,"Aromatic fresh basil, perfect for Italian cooking.",Zooveo,2025-08-19,43.93,
Pet Waterer with Filtration,Pets,,Skyba,Flipopia,34,49,472475160-6,262452992-6,Automatic waterer that filters and provides fresh drinking water for pets.,Trupe,2025-09-16,85.15,107003353
High-Quality Yoga Mat,Fitness,Sulengwaseng,Bubblebox,Katz,99,52,754153597-4,966768028-2,,Blogpad,2025-02-11,88.8,111317844
Suede Ankle Booties,Clothing - Footwear,Banjar Kawan,Wikivu,Voonte,54,80,928365361-0,,"Chic suede ankle booties, perfect for dressing up or down.",,2026-01-09,77.88,081205109
Apple Pie Filling,Food - Canned Goods,Stockholm,Zoomlounge,Realpoint,75,56,109515784-1,668113742-3,"Sweet and spiced apple filling, perfect for pies.",Feedfish,2025-09-16,35.88,065400755
Vegetable Broth,Food - Canned Goods,Strelka,,Realpoint,68,59,358088804-8,,Rich vegetable broth for soups and stews.,Oyonder,2025-10-22,67.2,061112788
Sports Windbreaker,Clothing - Outerwear,Maluno Sur,Digitube,Twitterlist,1,56,634008594-6,393869830-6,Lightweight windbreaker for outdoor activities.,Jayo,2025-05-09,41.58,114913164
Foot Spa Bath Massager,Health,Frampol,Wikizz,Ntag,34,28,641491237-9,,,Youbridge,2025-12-30,,074902082
Cotton Pajama Set,Clothing - Loungewear,Brongkalan,,Jabbersphere,87,32,676822488-3,,Soft cotton pajama set for cozy nights in.,Jaloo,2025-11-24,44.96,211372187
Portable Folding Picnic Table,Outdoor,Cluses,Kwideo,Skiptube,44,15,731604754-2,045195436-X,Easy-to-set-up picnic table for outdoor dining.,Zoomdog,2025-12-12,2.77,071000013
Almond Butter Granola Bars,Food - Snacks,Tierp,LiveZ,Roomm,100,34,979254053-9,,,Skimia,2025-02-24,,
Plant-Based Cookbook,Books,Ban Thai Tan,Riffpath,Ntag,35,52,771626349-8,538117235-4,Delicious recipes focusing on plant-based ingredients.,Realpoint,2025-07-30,43.31,091400758
Coconut Granola,Food - Snacks,Mladá Boleslav,Roodel,Ooba,22,41,305463340-3,,Crunchy granola mixed with coconut flakes.,Podcat,2026-02-16,33.7,052100725
Italian Breadsticks,Food - Bakery,Castanheira de Pêra,Kare,Mydeo,63,56,345178105-0,210594867-7,Crispy breadsticks seasoned with herbs and garlic.,Zooveo,2025-02-01,46.14,053112738
Rechargeable Battery Organizer,Home,Yu’erhong,Skajo,Geba,23,10,094377702-X,524172005-7,Tidy storage solution for rechargeable batteries.,Skyba,2025-06-06,47.96,092905485
Whole Grain Cereal,Food - Breakfast,Xiaolongmen,Voolia,,70,87,850744730-9,491858771-2,"Healthy whole grain cereal, great for breakfast.",Flipstorm,2025-08-30,62.73,101106751
Gardening Gloves,Garden,Seattle,Voolith,Dabshots,93,92,017402749-4,652896089-5,Durable gardening gloves with reinforced fingertips.,BlogXS,2025-12-07,77.05,123206707
Smart Thermos,Fitness,Gajrug,Skipstorm,Voolia,47,5,101358854-1,837308948-9,Thermos that tracks your water intake and temperature.,Yodoo,2025-06-26,27.38,011001234
Salsa Verde,Food - Condiments,,Myworks,Skyvu,100,73,308188964-2,298076258-X,"Tangy green salsa made with tomatillos, perfect for tacos.",Tambee,2025-11-11,29.43,074905403
Phone Case,Accessories,Paris 11,Thoughtsphere,Jazzy,23,72,,318433993-9,Rugged phone case for drop protection.,Buzzshare,2025-01-14,,041202113
Creamy Garlic Mashed Potatoes,Food - Sides,Stuttgart,Topicware,Tazzy,1,75,446866459-2,,Rich and buttery mashed potatoes with roasted garlic.,Feedbug,2025-03-08,59.77,074900783
Frozen Spinach,Food - Frozen Foods,Qijiazuo,Voolith,Fliptune,83,93,869255635-1,193476058-7,"Chopped and frozen spinach, ideal for cooking and smoothies.",Shuffledrive,2025-07-15,51.42,081905344
Under Desk Footrest,Office,Maracha,Topicshots,Yakitri,1,50,,982054046-1,Adjustable footrest for improved comfort while sitting.,,2026-02-11,75.62,021309201
Cranberry Almond Biscotti,Food - Bakery,Tagana-an,Eare,Kimia,81,23,703767799-X,507602669-2,Crispy and delicious biscotti flavored with cranberry and almond.,Mynte,2025-01-26,47.43,322280485
Elderberry Syrup,Food - Supplements,Rendui,Demimbu,Quaxo,4,71,481181012-0,193140798-3,Natural elderberry syrup to boost immunity.,Eadel,2025-02-14,52.4,101001089
Cauliflower Gnocchi,Food - Frozen Foods,Pong,Dynazzy,Jabbersphere,95,80,432182251-3,485031955-6,"Soft and pillowy gnocchi made from cauliflower, perfect with sauce.",Aibox,2025-09-22,21.29,122244744
Kettle Corn Popcorn,Food - Snacks,Ústí nad Labem,Topicstorm,Rhynyx,13,38,655146576-5,524684429-3,"Sweet and salty kettle corn, perfect for snacking.",Jaloo,2025-05-26,97.29,282974161
Collapsible Storage Crates,Home,Tha Maka,,Viva,31,73,693457821-X,652766388-9,Space-saving crates for easy organization at home or while traveling.,Jabbercube,2025-10-26,82.6,122242092
Classic Caesar Salad Kit,Food - Salads,Albany,Youopia,,74,85,788527696-1,800022455-0,Everything you need for a fresh and delicious Caesar salad.,Photolist,2025-01-16,28.99,084204628
Ramen Noodle Soup Cups,Food - Prepared Meals,Qingshui,Jetwire,Shuffletag,28,5,552288610-2,641112342-X,Instant ramen cups with flavor-packed broth.,Jetwire,,69.72,221270758
Pet Safety Belt for Car,Pets,Lugulu,Trunyx,Twinder,83,58,,428095578-6,Seat belt attachment to keep dogs safe during car rides.,Jabbersphere,2025-12-31,11.4,052102215
Mini Projector,Electronics,Kaloyanovo,Quire,Voonix,83,94,494172597-2,823991430-6,Portable projector with 1080p resolution for movies.,Eidel,2025-06-19,65.96,091908399
LED Strip Lights,Home,Caeté,,Yata,22,75,156092554-X,,Colorful LED strip lights for home decoration.,Ooba,2025-07-03,21.87,211371638
Window Bird Feeder with Suction Cups,Outdoor,Dogbo,Skipfire,Avamba,29,71,,833932922-7,Clear feeder that attaches to windows for bird watching.,Tavu,2025-03-22,33.26,
Black Bean Spaghetti,Food - Pasta,Calabugao,,,35,33,163440370-3,502441138-2,"High-protein pasta made from black beans, gluten-free.",Photospace,2025-03-06,50.88,251472636
Pet Safety Belt for Car,Pets,Tubalan,Gabspot,Jazzy,33,87,782892943-9,262697128-6,Seat belt attachment to keep dogs safe during car rides.,Jaloo,2025-03-23,,063113523
Garden Hoses with Expandable Features,Garden,Wotho,Voolia,,54,92,,011823211-8,"Lightweight, expandable hoses for easy handling.",Gigaclub,2025-08-03,9.63,063101454
Smartphone Camera Lens Kit,Photography,Bantal,Centidel,Centizu,24,91,010893295-8,235493370-3,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.,Realmix,2025-02-22,48.0,074906622
Handmade Soap Making Kit,Crafts,General Alvear,Twitterwire,Kaymbo,3,68,550019166-7,595447168-1,Complete kit for crafting your own scented soaps.,Wordware,2025-07-24,22.25,053200019
Set of Measuring Spoons,Kitchen,Cagliari,Bubbletube,Kazu,65,74,185484576-4,895088487-9,Stainless steel measuring spoons set for cooking.,Layo,2025-10-19,69.68,053111836
Gardening Kneeler and Seat,Garden,Vila Moreira,Trilia,Yata,76,91,154399190-4,536688470-5,Foldable kneeler that doubles as a seat for gardening convenience.,Tambee,2025-05-02,57.65,
Pet Grooming Gloves,Pets,Bilozerka,,Yozio,17,62,981784903-1,195579910-5,Gentle grooming gloves for shedding pets.,Livefish,,60.38,081518605
Whole Wheat Pita Bread,Food - Bread,Kosiv,Dablist,Roodel,55,12,345289756-7,596037015-8,,Thoughtworks,2025-01-11,17.99,111917383
Blackberry Jam,Food - Condiments,Maunatlala,Youspan,,50,24,657394742-8,332033572-3,,Twimm,2025-05-25,7.36,021201011
Lemon Herb Grilled Chicken,Food - Meat,Bañga,Avamm,Photolist,80,95,,929537952-7,,,,76.66,053102191
Almond Joy Bars,Food - Confectionery,Penja,Skinder,Janyx,26,66,557825352-0,553132019-1,Chocolate-covered candy bars with coconut and almonds.,Tazz,2025-11-29,,042307224
Coconut Granola,Food - Snacks,Dampek,Voomm,Centimia,54,25,753674472-2,845193745-4,Crunchy granola mixed with coconut flakes.,Tekfly,2025-07-21,45.49,113010217
Electric Griddle with Lid,Kitchen,Quzi,Realblab,Trudeo,4,4,,916822994-1,"Non-stick griddle for pancakes, burgers, and more.",Jazzy,,43.42,
Grapes (red),Food - Produce,Iperu,Centimia,Pixoboo,70,1,765222696-1,702257935-0,"Fresh seedless red grapes, perfect for snacking.",Jatri,2025-10-04,,
Adjustable Kitchen Broom Stand,Home,Kota Kinabalu,Photobug,Midel,57,55,033717118-1,114273386-6,Space-saving broom holder for organized cleaning supplies.,,2025-10-18,34.94,081211928
Vanilla Protein Powder,Food - Health/Protein,München,Aivee,Voolith,65,85,,013588607-4,A high-quality protein powder perfect for smoothies and baking.,Photofeed,2025-09-22,41.7,062105338
Garden Vegetable Chips,Food - Snacks,,Youfeed,Flashdog,21,11,439867563-9,302411690-7,"Crispy chips made from assorted garden vegetables, lightly salted.",Tagcat,2025-08-06,64.04,091909068
Elderberry Syrup Kit,Health,Rungis,Thoughtworks,Katz,61,51,963812162-9,289437425-9,DIY kit to make your own elderberry syrup.,,2025-07-06,55.84,101201892
3D Night Light,Home,Arroyo Seco,Yakijo,Ntag,12,85,286360189-X,,Color-changing 3D night light for kids' rooms.,Innotype,,76.34,253170981
Frozen Broccoli,Food - Frozen,Calçada,Jazzy,Edgepulse,90,91,887822445-6,436403657-9,"Nutrient-rich broccoli, easy to add to any meal.",Cogilith,,54.05,102101645
Mini Projector,Electronics,Achiras,Dabfeed,Topiclounge,11,90,083295332-6,619071662-8,Portable projector with 1080p resolution for movies.,Wordpedia,2025-08-06,82.33,
Maple Almond Granola,Food - Breakfast,Nofoali‘i,Riffpath,Quire,46,35,816944985-5,825952234-9,Crunchy granola with maple flavor and almond pieces for breakfast.,Yabox,2025-05-15,42.53,
Maple Cinnamon Almonds,Food - Nuts,Xijiang,,Blognation,36,18,,942594243-9,Roasted almonds coated in a sweet maple and cinnamon mixture.,,2026-01-26,96.37,071921244
Overnight Duffle Bag,Travel,Linjiang,Dynazzy,,11,35,148199864-1,,Spacious duffle bag for weekend getaways.,Aivee,2025-11-10,50.38,064101385
Bluetooth Tracker,Accessories,Hekou,Thoughtbeat,Lazzy,99,88,,,Smart tracker to locate keys or other items via app.,Skippad,2025-01-06,,114994109
Gardening Gloves,Garden,Diancun,InnoZ,Babbleset,37,77,195174779-8,189383994-X,Durable gardening gloves with reinforced fingertips.,Tagfeed,2025-07-16,27.77,102107474
Body Wash,Beauty,Khon Buri,Jetwire,Linkbuzz,59,41,,489248162-9,Moisturizing body wash with natural ingredients.,Topicstorm,2025-12-22,40.56,
Fried Rice,Food - Frozen Foods,Linoan,Wordtune,Skippad,66,11,499212382-1,031684383-0,,Youopia,2025-08-12,65.08,011303123
Savory Trail Mix,Food - Snacks,Jianshan,Jabbersphere,Babbleopia,10,57,441919372-7,217239955-8,"A blend of nuts, seeds, and spices for a healthy snack.",Twitternation,2026-02-01,75.21,081504855
Personal Blender with Travel Cup,Kitchen,Karanggeneng,Minyx,Quaxo,39,51,639293773-0,840271787-X,Blender for smoothies with a portable cup.,Thoughtsphere,2025-03-26,12.58,211384162
Quality Chef Apron,Kitchen,Songnan,Skippad,Realbridge,35,100,865252628-1,460531632-9,Durable apron to keep clothes clean while cooking.,Gabtype,2025-02-01,,274970076
Canned Coconut Milk,Food - Canned Goods,Ukata,Tagcat,Skimia,70,20,352246216-5,221565431-7,"Rich coconut milk, great for cooking and baking.",Fanoodle,2025-07-24,58.87,056004720
Herb Seasoned Croutons,Food - Salad Toppings,Krasnyy Oktyabr’,Divape,Zoovu,95,12,111666370-8,102426202-2,Crunchy croutons with a blend of herbs for salads.,Yodo,2025-03-15,25.86,122101010
Karaoke Microphone,Music,Mixco,DabZ,Kwinu,43,69,208613327-8,053317221-7,Wireless microphone for singing and performances.,Blogspan,2025-12-14,60.07,055002723
Cat Scratching Post with Toys,Pets,Villa Ocampo,,Mita,47,40,,321298793-6,Multi-level scratching post to keep your cat entertained.,Vidoo,2025-08-31,9.85,
Portable Solar Generator,Outdoor,Senlis,Voolith,Rhycero,84,34,667403666-8,279604565-X,Eco-friendly generator for outdoor adventures.,Tagtune,2025-06-25,34.8,124002735
Tomato Sauce,Food - Canned Goods,Polo,Brainlounge,Latz,34,30,030088965-8,733140527-6,Rich and flavorful tomato sauce for pasta or pizza.,LiveZ,2025-10-24,,211174990
Coconut Granola,Food - Snacks,Cojata,Babbleblab,Youbridge,62,99,625264938-4,458684477-9,Crunchy granola mixed with coconut flakes.,Mybuzz,2025-07-06,50.15,084001915
Wireless Car Charger,Automotive,Shahe,Fivebridge,Feedmix,16,45,250850065-8,,Convenient charging pad for wireless charging in vehicles.,Kazu,2025-11-12,87.37,011301646
Infrared Space Heater,Home Appliances,Costa Rica,Yodel,Minyx,86,99,005809372-9,173487176-8,Energy-efficient infrared heater for home use.,Centimia,2025-04-21,55.53,031300575
Decorative LED Neon Sign,Home,San Sebastian,Gabcube,Podcat,58,38,346287558-2,111575217-0,"Bright, vibrant sign to add flair to any space.",Tazz,2026-02-14,65.58,113001077
Honey Wheat Pretzels,Food - Snacks,Guantang,Divanoodle,Wordpedia,52,45,941229459-X,174081085-6,Crunchy pretzel sticks made with honey and whole wheat.,Skalith,,14.77,
Frozen Spinach,Food - Frozen Foods,Bangrat,Brightdog,,93,52,,356245732-4,"Chopped and frozen spinach, ideal for cooking and smoothies.",Browsezoom,2025-12-15,90.85,114903080
Portable Solar Path Lights,Outdoor,Tuti,Oyonder,Skippad,54,21,877297632-2,862294727-0,Eco-friendly solar lights for pathways and gardens.,Camimbo,2025-01-30,,091309846
Compact Digital Camera,Photography,Wangpu,Dabjam,Mita,18,40,651357483-8,,High-resolution camera for stunning photos.,Skiptube,2025-08-22,68.84,
Berries Medley,Food - Produce,Ubay,Yotz,Browsezoom,79,33,788900420-6,449595359-1,"A mix of fresh raspberries, blueberries, and blackberries.",Kare,2025-11-06,30.08,321070450
Legging Pants,Clothing - Activewear,Zhencheng,Plambee,Mycat,17,68,896598039-9,480694016-X,Comfortable and stretchy legging pants perfect for workouts or daily wear.,Voolith,2025-01-09,,
Cordless Water Flosser,Health,Yunxi,,Realbuzz,63,18,,415069240-8,Rechargeable water flosser for dental hygiene.,Voomm,,42.22,
LED Desk Lamp,Home,Geumpang,Brainsphere,Flashpoint,67,96,,180876977-5,Dimmable LED desk lamp with USB charging port.,,2025-02-01,13.83,101105341
Italian Sausage and Peppers,Food - Meat,Ban Houakhoua,Devcast,Minyx,60,4,569759478-X,143396385-X,A flavorful blend of Italian sausage with sautéed peppers and onions.,Avamba,2025-12-28,27.4,031100047
Garlic Herb Marinade,Food - Marinades,Tchaourou,Flipopia,Eimbee,50,84,564959835-5,360284871-X,"A savory marinade for meats, perfect for grilling.",,2025-12-09,37.05,073903749
Traditional Hummus,Food - Dips,Ostojićevo,Thoughtbridge,Buzzdog,43,21,275641256-2,209273069-X,Creamy chickpea dip blended with tahini and garlic.,Skivee,2025-07-17,47.18,062103903
Smartphone Hand Grip,Accessories,Oranmore,Mymm,Gigashots,59,62,,229821119-1,Sturdy grip to hold your phone securely while taking selfies.,Mudo,2025-03-07,,103112853
Beef Sirloin Steak,Food - Meat,Kansas City,Zooveo,Flipstorm,95,9,632184991-X,906612022-3,"Juicy and tender beef sirloin steak, grass-fed.",Kwinu,2026-01-24,42.54,111925359
Smashed Avocado with Lime,Food - Condiments,Skarbimierz Osiedle,Dablist,Photolist,38,49,206340332-5,500559436-1,"A creamy blend of avocados and lime juice, great for spreads or dips.",,2025-09-19,86.42,111916436
Salsa Verde,Food - Condiments,,Thoughtsphere,Twimbo,40,43,571918981-5,857815687-0,,Quire,2026-01-06,87.74,061119985
Beef Jerky,Food - Snacks,Gonbad-e Kāvūs,Eire,Thoughtstorm,17,20,866139070-2,725635437-1,"Savory, protein-rich beef jerky for on-the-go snacking.",Edgepulse,2025-09-10,,011600868
Chipotle Lime Salsa,Food - Condiments,Krajan Puger Wetan,Centimia,Tagpad,46,8,780077584-4,124458849-0,Spicy salsa with chipotle and lime for a zesty kick.,Miboo,2025-10-01,22.54,102103009
Dog Training Clicker,Pets,Caazapá,Viva,Eamia,5,57,974232476-X,742502139-0,Training tool for reinforcing commands and behavior in dogs.,Jayo,2025-11-21,89.81,111908143
Cable Knit Beanie,Clothing - Accessories,Chaeryŏng-ŭp,Aimbo,Feedfish,1,38,838086332-1,,A cozy cable knit beanie to keep your head warm in winter.,Nlounge,2025-09-08,25.0,113093849
Lightweight Rain Jacket,Clothing - Outerwear,,Flashspan,,92,73,305795707-2,942064315-8,"Water-resistant jacket ideal for outdoor activities, featuring a packable design.",Eire,2025-10-02,69.31,
Gardening Kneeler and Seat,Garden,Jasienica Rosielna,Jamia,Yambee,32,88,,296571334-4,Foldable kneeler that doubles as a seat for gardening convenience.,Kimia,2025-07-19,96.86,031306168
Antique Style Clock,Home,Aqtaū,Ooba,Oyondu,43,92,891794999-1,184461078-0,Nostalgic clock that adds charm to any room.,Yodel,2025-03-06,,065205329
High-Quality Yoga Block,Fitness,Maqbanah,Livetube,Eidel,94,82,285305745-3,575055388-4,Foam yoga block for enhancing poses and stability.,Aimbu,2025-10-07,49.38,081519031
Flavored Instant Oatmeal,Food - Breakfast,Calabaca,Twitterbridge,Mydo,23,47,882664826-3,507282835-2,Quick oatmeal with various flavors,,2025-12-03,28.13,091916815
Plant Growing Kit,Garden,Jibu Hulangtu,Camimbo,,10,53,468859784-3,503969390-7,,Meemm,2025-09-02,,063114108
Baked Falafel Balls,Food - Frozen Vegetables,Kesamben,Kazu,Youspan,46,58,223921689-1,837990360-9,"Frozen falafel balls made from chickpeas and herbs, perfect for quick meals or salads.",Lajo,2025-05-31,45.02,111104785
Compact Refrigerator,Home Appliances,Wulan,Oyonder,Tambee,68,73,586864387-9,917336284-0,Mini refrigerator ideal for small spaces.,Meetz,2025-05-29,81.76,071123385
Honey Butter Popcorn,Food - Snacks,Jacaraú,Bluejam,Bluejam,11,75,671894671-0,043435591-7,Light and fluffy popcorn coated in sweet honey butter.,Edgepulse,2025-02-27,55.54,103102203
Outdoor Sports Backpack,Outdoor,Wenbi,Realblab,,58,17,368744979-3,517615560-5,Durable backpack designed for hiking and outdoor excursions.,Fanoodle,2025-02-16,17.74,021410637
